#Selection name: Selection 2
#Area (µm^2): 6937406.86
Cell ID,Cluster,Transcripts,Area (µm^2)
mnelmmom-1,Cluster 9,0,15.13
mnemhjdo-1,Cluster 24,0,12.98
mnellhem-1,Cluster 4,0,35.04
mnekickj-1,Cluster 15,0,14.82
mnemjeli-1,Cluster 29,0,19.70
mnepbgke-1,Cluster 7,0,35.44
mneohmpl-1,Unassigned,0,8.97
mnfalpnl-1,Unassigned,0,5.72
mneodnjk-1,Cluster 16,0,13.61
mneoggge-1,Cluster 12,0,8.34
mneoeimp-1,Cluster 15,0,14.82
mnfbefib-1,Cluster 8,0,7.78
mnfajedb-1,Cluster 2,0,16.53
mnfbbmja-1,Unassigned,0,5.81
mnfabhfk-1,Cluster 2,0,20.08
mnfbfioe-1,Cluster 4,0,27.92
mnejgmcl-1,Cluster 4,0,36.13
mnikkphh-1,Cluster 15,0,29.51
mnegncio-1,Cluster 15,0,30.52
mnefmana-1,Cluster 15,0,20.06
mnefmbep-1,Cluster 2,0,7.71
mnegciao-1,Cluster 4,0,23.32
mneflaee-1,Cluster 9,0,9.41
mnefdcpe-1,Cluster 2,0,15.12
mnefgmjh-1,Cluster 2,0,6.66
mnegcpbc-1,Cluster 4,0,11.15
mnikiaak-1,Cluster 8,0,24.22
mnegablb-1,Cluster 17,0,17.34
mneffbih-1,Cluster 4,0,6.30
mnefmfdj-1,Cluster 14,0,28.00
mnicefmd-1,Cluster 4,0,25.45
mneihood-1,Cluster 1,0,33.66
mnejcjlp-1,Cluster 4,0,15.17
mnfhggcj-1,Cluster 7,0,31.33
mnejcbkm-1,Cluster 8,0,8.76
mnfhidba-1,Cluster 8,0,6.46
mneiilop-1,Cluster 2,0,23.68
mnejhfgj-1,Cluster 4,0,18.46
mnfhgplp-1,Cluster 2,0,34.13
mneiiecj-1,Cluster 8,0,26.48
mnegmaif-1,Unassigned,0,8.09
mnegkael-1,Cluster 4,0,24.88
mnehdghg-1,Cluster 8,0,23.77
mnegpebb-1,Cluster 7,0,69.13
mnegphei-1,Cluster 13,0,33.03
mnegoikl-1,Cluster 7,0,61.33
mnehelaa-1,Cluster 7,0,52.54
mnibjgfe-1,Cluster 2,0,38.70
mneeemoa-1,Cluster 7,0,17.42
mneegggm-1,Cluster 7,0,6.09
mnefhghc-1,Cluster 12,0,17.21
mneedpjf-1,Cluster 2,0,23.64
mneedfga-1,Cluster 2,0,70.11
mnehcfcc-1,Cluster 8,0,9.34
mnibggje-1,Cluster 7,0,7.59
mnfhlfhl-1,Cluster 7,0,34.09
mnfhbhom-1,Cluster 8,0,15.19
mnfhmooj-1,Cluster 7,0,16.67
mnfiaefb-1,Cluster 7,0,66.05
mnfhphca-1,Cluster 7,0,57.58
mnfghleg-1,Cluster 7,0,11.02
mnehhfdm-1,Cluster 7,0,10.32
mnehgbjj-1,Cluster 2,0,24.11
mneihmmf-1,Cluster 2,0,47.38
mnehehig-1,Cluster 7,0,46.42
mnfibdbb-1,Cluster 7,0,35.41
mneohceh-1,Cluster 10,0,39.56
mnfcdhjb-1,Cluster 5,0,8.97
mnfcbjeb-1,Cluster 8,0,5.07
mnfeihcp-1,Cluster 7,0,13.69
mnfbofgg-1,Cluster 4,0,13.07
mnfcifnc-1,Cluster 22,0,19.18
mnfcmojm-1,Cluster 4,0,63.25
mnfbkeko-1,Cluster 7,0,4.61
mnfckbnk-1,Cluster 4,0,13.91
mnfdpbml-1,Unassigned,0,4.75
mnfdobop-1,Cluster 8,0,46.04
mnfeafdp-1,Cluster 22,0,14.28
mnenddhm-1,Cluster 4,0,19.49
mnfedmpo-1,Cluster 7,0,20.70
mnfjbceh-1,Cluster 7,0,33.89
mnffemoe-1,Cluster 8,0,11.07
mnfdndih-1,Cluster 6,0,13.07
mnfdhclg-1,Cluster 7,0,16.26
mnffblpm-1,Cluster 4,0,15.38
mnfcpnjh-1,Cluster 7,0,10.89
mnffahjh-1,Cluster 2,0,12.61
mnffckbk-1,Cluster 7,0,43.13
mnffbnia-1,Cluster 7,0,6.27
mnfbjojp-1,Cluster 17,0,6.12
mnffgcif-1,Cluster 7,0,5.23
mnfjejjm-1,Cluster 7,0,19.65
mnfbfmid-1,Cluster 2,0,14.76
mnfjigii-1,Cluster 14,0,15.42
mnfhjmal-1,Cluster 7,0,14.81
mnfeejob-1,Cluster 7,0,16.87
mnfbbfia-1,Cluster 2,0,20.00
mnfhllil-1,Cluster 7,0,46.11
mnfemjgk-1,Cluster 5,0,9.29
mnfgncjp-1,Cluster 7,0,18.22
mnfillbl-1,Cluster 4,0,17.72
mnfeknpm-1,Cluster 8,0,6.03
mnfhcopk-1,Cluster 1,0,5.56
mnfffbjg-1,Cluster 1,0,30.30
mnfkkjab-1,Cluster 11,0,41.05
mnfjekjm-1,Cluster 4,0,52.40
mnfjokpj-1,Cluster 12,0,19.12
mnfjncnk-1,Cluster 13,0,23.28
mnfjjcep-1,Cluster 1,0,29.83
mnfinlnh-1,Cluster 7,0,36.73
mnfkjmfa-1,Cluster 11,0,48.89
mnepccca-1,Cluster 13,0,23.20
mnepgefo-1,Cluster 4,0,17.25
mnfjjapc-1,Cluster 1,0,33.03
mnepbigi-1,Cluster 24,0,5.87
mokgmbpk-1,Cluster 1,0,27.06
mojebcco-1,Cluster 4,0,17.37
mmodcjpa-1,Cluster 7,0,25.45
mmiofhhj-1,Cluster 13,0,4.99
mmolejkh-1,Cluster 4,0,11.85
mmjmabgl-1,Cluster 11,0,5.13
mmioboab-1,Cluster 11,0,12.61
mmjdodia-1,Cluster 12,0,8.52
mmjeodak-1,Cluster 8,0,32.44
mmipmlnl-1,Cluster 13,0,10.26
mmjeokjh-1,Cluster 2,0,29.25
mmipmjbg-1,Cluster 14,0,12.14
mmjpblna-1,Cluster 4,0,23.39
mmjllpmj-1,Cluster 13,0,13.45
mmjpcmoa-1,Cluster 37,0,5.80
mmjlpcdo-1,Cluster 10,0,4.05
mmjlppgf-1,Cluster 11,0,25.46
mmjlmohn-1,Cluster 2,0,24.33
mmjpfkjl-1,Cluster 5,0,18.27
mmolcdhg-1,Cluster 4,0,9.86
mmilhllh-1,Cluster 4,0,41.85
mmilhbia-1,Cluster 4,0,2.82
mmjdocnh-1,Cluster 8,0,6.32
mmjdfafd-1,Cluster 10,0,6.84
mmioofeh-1,Cluster 10,0,12.02
mmilehom-1,Cluster 12,0,36.69
mminniom-1,Cluster 11,0,18.83
mmipbkpo-1,Cluster 8,0,7.53
mmjchojc-1,Cluster 30,0,35.75
mmipihga-1,Cluster 9,0,4.49
mmiocach-1,Cluster 9,0,14.00
mmipnjja-1,Cluster 5,0,21.32
mmjpkoai-1,Cluster 13,0,10.59
mmjpknki-1,Unassigned,0,10.39
mmkbblpj-1,Cluster 9,0,9.63
mmjaafli-1,Cluster 12,0,34.79
mmjpflbc-1,Cluster 9,0,9.25
mmipmnnb-1,Cluster 17,0,5.41
mmkajpme-1,Cluster 9,0,12.62
mmjpgaaj-1,Cluster 11,0,10.13
mmkaagkk-1,Cluster 16,0,22.76
mmkapeog-1,Cluster 8,0,10.24
mmkaahcf-1,Cluster 2,0,34.15
mmjpnlmm-1,Cluster 7,0,10.43
mmiljeid-1,Cluster 15,0,23.81
mmillmke-1,Cluster 4,0,22.77
mmilihim-1,Cluster 4,0,51.34
mmiljjho-1,Cluster 12,0,44.09
mmionijd-1,Cluster 14,0,50.25
mmipgllh-1,Cluster 11,0,18.42
mmipgfja-1,Cluster 11,0,13.86
mmiplfkf-1,Cluster 9,0,5.60
mmiphejd-1,Cluster 14,0,7.10
mmipjegc-1,Cluster 9,0,11.84
mmipmcop-1,Cluster 11,0,17.63
mmokkkha-1,Cluster 7,0,6.24
mmomhfkm-1,Cluster 7,0,25.27
mmodkmcd-1,Cluster 7,0,40.25
mmoghgnj-1,Cluster 8,0,27.53
mmomhdpk-1,Cluster 7,0,32.72
mmomafab-1,Cluster 7,0,73.90
mmofkkij-1,Cluster 2,0,44.93
mmolofdc-1,Cluster 10,0,8.99
mmoggkkl-1,Cluster 4,0,28.96
mmomdncj-1,Cluster 7,0,24.48
mmolmhdo-1,Cluster 7,0,12.88
mmodogai-1,Cluster 14,0,23.38
mmolbffo-1,Cluster 8,0,24.42
mmolloph-1,Cluster 7,0,5.33
mmofihhb-1,Cluster 7,0,11.05
mmofigii-1,Cluster 7,0,20.69
mmoejgmg-1,Cluster 7,0,35.44
mmoedpje-1,Cluster 7,0,28.69
mmomfaic-1,Cluster 7,0,27.71
mmomokkh-1,Cluster 11,0,26.59
mmonlmfi-1,Cluster 7,0,5.86
mmodpokk-1,Cluster 7,0,36.05
mmomlccf-1,Cluster 7,0,36.15
mmoniboh-1,Cluster 7,0,35.07
mmoeoaia-1,Cluster 7,0,31.92
mmoijehb-1,Cluster 7,0,32.93
mmokjoig-1,Cluster 7,0,8.43
mmojghid-1,Cluster 7,0,47.24
mmoiocof-1,Cluster 7,0,14.01
mmoiljpf-1,Cluster 7,0,27.78
mmohbpce-1,Cluster 7,0,44.92
mmognanl-1,Cluster 7,0,33.99
mmjanlne-1,Cluster 7,0,15.01
mmjajfkf-1,Cluster 7,0,14.87
mmohkeml-1,Cluster 8,0,8.96
mmoikemm-1,Cluster 7,0,13.95
mmjafppa-1,Cluster 5,0,19.96
mmojgmck-1,Cluster 7,0,26.28
mmomhphk-1,Cluster 7,0,50.51
mmoiffdi-1,Cluster 7,0,46.41
mmodeamd-1,Cluster 7,0,34.11
mmjaplbl-1,Cluster 7,0,12.82
mmjbamek-1,Cluster 7,0,12.78
mmjapdea-1,Cluster 5,0,5.72
mmoijipd-1,Cluster 7,0,39.05
mmohnchl-1,Cluster 8,0,15.72
mmoihfkn-1,Cluster 7,0,28.90
mmoibkcj-1,Cluster 18,0,12.46
mmoknich-1,Cluster 7,0,47.05
mogjhkeh-1,Cluster 11,0,30.53
mmimdmia-1,Unassigned,0,4.64
mmiocjid-1,Cluster 11,0,7.26
mmiocnmh-1,Cluster 24,0,5.71
mminkmib-1,Cluster 2,0,5.23
mmineoji-1,Cluster 11,0,20.77
mmjkiekf-1,Cluster 14,0,14.28
mmjkikif-1,Cluster 7,0,5.45
mmjlcjhb-1,Cluster 14,0,20.81
mmjkjpio-1,Cluster 13,0,7.98
mmjjonam-1,Cluster 2,0,6.55
mmjjddda-1,Cluster 14,0,8.36
mmjjbjca-1,Cluster 4,0,13.66
mmjlfncn-1,Cluster 14,0,33.08
mmjlgjkd-1,Cluster 13,0,24.23
mmnmenia-1,Cluster 7,0,27.31
mmimmefg-1,Cluster 4,0,56.96
mmohkhfd-1,Cluster 7,0,93.75
mmojhgib-1,Cluster 7,0,83.83
mmoclkle-1,Cluster 8,0,4.69
mmimehoa-1,Cluster 7,0,39.58
mmimlofm-1,Cluster 12,0,24.71
mmiloegd-1,Cluster 10,0,5.89
mmiojace-1,Cluster 11,0,17.85
mmiomdcm-1,Cluster 2,0,6.96
mmingamj-1,Cluster 14,0,24.69
mminedij-1,Cluster 10,0,47.15
mminanmj-1,Cluster 4,0,35.00
mminbckn-1,Cluster 14,0,59.80
mminceka-1,Cluster 14,0,24.16
mmilmdpm-1,Cluster 9,0,10.30
mmilddbe-1,Cluster 11,0,33.55
mmilajmj-1,Cluster 14,0,23.12
mmimcjma-1,Cluster 10,0,20.61
mmimcjnn-1,Cluster 4,0,7.52
mogikboa-1,Cluster 14,0,8.20
mmocmhko-1,Cluster 2,0,57.46
mogilbln-1,Cluster 8,0,23.44
mogjnbjc-1,Cluster 8,0,20.30
mogifgfc-1,Cluster 14,0,20.98
mogilbgm-1,Cluster 14,0,21.05
mminajdd-1,Cluster 14,0,17.07
mmoaloak-1,Cluster 3,0,7.76
mmokhbad-1,Cluster 11,0,5.53
mmnmhlch-1,Cluster 2,0,23.53
mmojofdb-1,Cluster 7,0,6.22
mmjbejak-1,Cluster 7,0,55.62
mmojlaja-1,Cluster 7,0,5.93
mmnmfkod-1,Cluster 7,0,53.42
mmojpefo-1,Cluster 7,0,23.31
mmnlplbe-1,Cluster 7,0,20.44
mmojomoj-1,Cluster 7,0,8.81
mmnmgoef-1,Cluster 7,0,73.94
mmnmjbap-1,Cluster 7,0,49.49
mmjblkhi-1,Cluster 2,0,6.30
mmnmkhdl-1,Cluster 2,0,39.06
mmnlofpl-1,Cluster 2,0,13.19
mmnlfkec-1,Cluster 8,0,11.91
mmnlfgap-1,Cluster 10,0,17.79
mmnlagng-1,Cluster 7,0,74.04
mmodecil-1,Cluster 7,0,78.01
mmodedkf-1,Cluster 7,0,56.22
mmogmkbe-1,Cluster 7,0,33.74
mmoghjjf-1,Cluster 7,0,17.88
mmnlecml-1,Cluster 7,0,48.27
mmogilnd-1,Cluster 23,0,5.06
mmogjjdc-1,Cluster 7,0,15.61
mmjcaifn-1,Cluster 8,0,13.24
mmjbploe-1,Cluster 4,0,6.61
mogimomg-1,Cluster 4,0,39.63
mogjpkec-1,Cluster 8,0,10.07
mogipecn-1,Cluster 10,0,6.60
mogkfhib-1,Cluster 1,0,23.08
mmjacljc-1,Cluster 7,0,37.02
mmjaeahg-1,Cluster 12,0,44.50
mogkeble-1,Cluster 14,0,35.29
mogjokaf-1,Cluster 13,0,28.89
mogkdebb-1,Cluster 5,0,12.56
mmjadeoi-1,Cluster 7,0,27.38
mmnkehji-1,Cluster 12,0,24.34
mmobibfl-1,Cluster 7,0,22.39
mmobnjde-1,Cluster 7,0,8.56
mmnjmacl-1,Cluster 2,0,32.87
mmnkfdhd-1,Cluster 7,0,19.57
mmoaopoj-1,Cluster 7,0,34.72
mmnkpihi-1,Cluster 1,0,11.71
mmnkgpjm-1,Cluster 4,0,29.29
mmoanann-1,Cluster 7,0,19.64
mmnkmbil-1,Cluster 4,0,13.37
mmjbplem-1,Cluster 2,0,28.16
mmplkcbo-1,Cluster 12,0,9.74
mmpfknnj-1,Cluster 19,0,16.20
mmodgnpk-1,Cluster 7,0,26.97
mmmhjejj-1,Cluster 7,0,24.94
mmmhgaec-1,Cluster 7,0,28.63
mmoojinb-1,Cluster 13,0,21.69
mmooknbn-1,Cluster 7,0,24.49
mmoohppk-1,Cluster 7,0,36.37
mmoodgcb-1,Cluster 19,0,37.45
mmoocdna-1,Cluster 7,0,50.67
mmooajnh-1,Cluster 8,0,17.46
mmmhhbmd-1,Cluster 7,0,45.97
mmoniedb-1,Cluster 2,0,9.11
mmoobdoi-1,Cluster 7,0,20.24
mmonjiec-1,Cluster 7,0,10.74
mmonmbid-1,Cluster 7,0,37.27
mmongmpg-1,Cluster 14,0,38.88
mmmjfogh-1,Cluster 2,0,19.49
mmpegpmi-1,Cluster 6,0,37.86
mmocpdjm-1,Cluster 7,0,26.67
mmonefgc-1,Cluster 7,0,64.36
mmmjabea-1,Cluster 7,0,30.48
mmondjfa-1,Cluster 4,0,32.12
mmmjfhim-1,Cluster 7,0,12.21
mmonancf-1,Cluster 7,0,23.27
mmmjdpbi-1,Cluster 7,0,28.21
mmonchno-1,Cluster 2,0,11.54
mmmhdepf-1,Cluster 7,0,49.71
mmnohlde-1,Cluster 7,0,69.33
mmnpdhif-1,Cluster 7,0,14.41
mmnobnai-1,Cluster 30,0,8.60
mmodgbln-1,Cluster 7,0,15.51
mmnoggjc-1,Cluster 2,0,9.18
mmnoiioi-1,Cluster 10,0,7.40
mmnoppcn-1,Cluster 7,0,14.19
mmnodpag-1,Cluster 6,0,16.19
mmnnlbch-1,Cluster 7,0,14.60
mmnniicp-1,Cluster 7,0,7.97
mmodhapk-1,Cluster 7,0,11.35
mmnnggnf-1,Cluster 2,0,51.61
mmnnhahd-1,Cluster 7,0,40.23
mmphedme-1,Cluster 23,0,8.94
mmphfaji-1,Cluster 7,0,7.21
mmphgeeb-1,Cluster 7,0,9.22
mmnnedmd-1,Cluster 16,0,4.81
mmocpbkg-1,Cluster 7,0,29.52
mmodbcbb-1,Cluster 7,0,7.77
mmnmnmfc-1,Cluster 9,0,12.76
mmphejjd-1,Cluster 17,0,6.73
mmnndomg-1,Cluster 7,0,31.66
mmnncock-1,Cluster 7,0,8.16
mmnndicl-1,Cluster 7,0,24.64
mmpbcfjm-1,Cluster 8,0,4.70
mmpfmoco-1,Cluster 2,0,41.90
mmpfpkpe-1,Cluster 4,0,32.51
mmpfefea-1,Cluster 8,0,5.19
mmpfofbj-1,Cluster 7,0,47.03
mmpfcbid-1,Cluster 12,0,6.16
mmpfdnfi-1,Cluster 12,0,9.11
mmpehbca-1,Cluster 2,0,22.40
mmpepnmi-1,Cluster 14,0,11.56
mmpfldlg-1,Cluster 2,0,30.49
mmpejokd-1,Cluster 2,0,28.52
mmpeeknh-1,Cluster 4,0,33.15
mmpfbgpm-1,Cluster 7,0,31.78
mmpfdgaa-1,Cluster 7,0,11.46
mmpaclgb-1,Cluster 12,0,4.29
mmpafmcb-1,Cluster 2,0,40.17
mmpaceae-1,Cluster 4,0,22.60
mmpdkepo-1,Cluster 2,0,40.56
mmpapdnj-1,Cluster 4,0,27.23
mmpfbepf-1,Cluster 10,0,32.88
mmpdhgic-1,Cluster 11,0,23.85
mmpflmpi-1,Cluster 2,0,19.38
mmpfjfmi-1,Cluster 7,0,13.46
mmpffhjl-1,Cluster 11,0,28.58
mmpfhfjk-1,Cluster 13,0,23.49
mmphpaik-1,Cluster 2,0,14.14
mmpjeabb-1,Cluster 7,0,47.50
mmphmpbe-1,Cluster 13,0,24.46
mmpijohc-1,Cluster 7,0,24.69
mmphjlml-1,Cluster 7,0,25.90
mmpgnlfp-1,Cluster 7,0,5.82
mmpifebf-1,Cluster 2,0,50.77
mmphbnid-1,Cluster 1,0,13.29
mmpibomp-1,Cluster 7,0,48.97
mmpioaeg-1,Cluster 2,0,38.47
mmphcona-1,Cluster 7,0,25.25
mmpibekk-1,Cluster 7,0,9.66
mmpjbfff-1,Cluster 14,0,34.70
mmplmjkc-1,Cluster 2,0,21.54
mmpjhkjk-1,Cluster 7,0,43.09
mmplefph-1,Cluster 7,0,11.13
mmplgkme-1,Cluster 7,0,17.40
mmpjiagf-1,Cluster 7,0,9.15
mmplipfm-1,Cluster 7,0,4.96
mmpjhhlh-1,Cluster 7,0,17.45
mmphhdnn-1,Unassigned,0,3.86
mmpjiabh-1,Cluster 2,0,25.78
mmpidgpo-1,Cluster 2,0,35.32
mmpimlid-1,Cluster 7,0,19.41
mohjlfij-1,Cluster 10,0,25.92
mmnkpkkl-1,Cluster 9,0,15.72
mmocdfcn-1,Cluster 8,0,17.42
mmobnkaa-1,Cluster 4,0,8.60
mmockcnc-1,Cluster 14,0,35.03
mmobdbhd-1,Cluster 2,0,21.44
mogkpbeo-1,Cluster 10,0,7.66
mmochghg-1,Cluster 2,0,16.42
mogknpfp-1,Cluster 14,0,8.95
mmnjkdbk-1,Cluster 8,0,28.50
mmocnnja-1,Cluster 7,0,31.92
mmnjldgd-1,Cluster 4,0,18.84
mmnkfiak-1,Cluster 4,0,29.35
mmnkikcn-1,Cluster 4,0,33.12
mmobdbjn-1,Cluster 10,0,19.42
mmnpjioc-1,Cluster 7,0,9.92
mmphplpe-1,Cluster 7,0,21.20
mmpgakcd-1,Cluster 3,0,6.19
mmoagnfk-1,Cluster 7,0,15.30
mmpgifbl-1,Cluster 14,0,23.74
mmnphkdi-1,Cluster 4,0,17.42
mmpgljmf-1,Cluster 14,0,46.79
mogkkbal-1,Cluster 8,0,25.99
mmnpkbmc-1,Cluster 6,0,6.07
mmobgeld-1,Cluster 4,0,11.11
mmocnjbb-1,Cluster 7,0,12.75
mohfiamj-1,Cluster 10,0,10.32
mohfbabf-1,Cluster 10,0,16.92
mohbgknh-1,Cluster 10,0,4.97
mohfmmik-1,Cluster 10,0,16.25
mohfhnbn-1,Unassigned,0,5.10
mohbahgh-1,Cluster 1,0,26.18
mohalfah-1,Cluster 17,0,9.89
mohepjfa-1,Cluster 1,0,30.12
mohbpfcl-1,Cluster 10,0,11.51
mohffken-1,Cluster 10,0,27.53
mohbdhgo-1,Cluster 10,0,5.76
mohbgpoc-1,Cluster 15,0,31.20
mmnkpdja-1,Cluster 10,0,31.23
mohkbkcj-1,Cluster 10,0,13.36
mohjfphc-1,Cluster 10,0,37.75
moheeegn-1,Cluster 10,0,11.09
mohpfiif-1,Cluster 1,0,24.99
mohjhodl-1,Cluster 10,0,37.14
mohejgag-1,Unassigned,0,11.04
mojebmad-1,Cluster 10,0,31.42
mohbagjg-1,Cluster 10,0,13.39
mohjgfdb-1,Cluster 4,0,16.12
mohfcbdd-1,Cluster 15,0,28.16
mojeaffi-1,Cluster 10,0,16.50
mohoielp-1,Cluster 7,0,24.15
moghablj-1,Unassigned,0,5.10
moghallc-1,Cluster 1,0,29.54
mohofain-1,Cluster 1,0,32.74
mogiajhf-1,Cluster 16,0,47.83
mogkmkai-1,Cluster 14,0,16.69
mogkiaah-1,Cluster 14,0,28.41
mogiedng-1,Cluster 1,0,8.30
mogiecag-1,Cluster 10,0,30.15
mmpjllpj-1,Cluster 4,0,13.49
mogidecd-1,Cluster 14,0,22.04
mohofgif-1,Unassigned,0,4.67
mohpchak-1,Cluster 1,0,41.50
moglacic-1,Cluster 14,0,38.35
moggkmag-1,Cluster 10,0,21.11
mohnmbff-1,Cluster 10,0,16.49
mogloobg-1,Cluster 1,0,27.34
mohnpcee-1,Cluster 1,0,26.84
mmpjpcii-1,Cluster 9,0,10.02
mmpjjngn-1,Cluster 4,0,23.57
mogminbl-1,Cluster 10,0,16.07
moglpofe-1,Cluster 1,0,5.29
moghegnh-1,Cluster 9,0,61.35
moglmffj-1,Cluster 10,0,12.46
moglpafk-1,Cluster 8,0,6.04
mohjcill-1,Cluster 10,0,41.68
mohcooep-1,Cluster 15,0,49.02
mojfnahm-1,Cluster 10,0,24.35
mohipgcj-1,Unassigned,0,8.09
mohfoppi-1,Cluster 10,0,27.87
mohfplfl-1,Cluster 1,0,36.22
mohjoifm-1,Cluster 10,0,26.51
mojfmakl-1,Cluster 5,0,23.54
mohefmli-1,Cluster 8,0,26.69
mohefkfe-1,Cluster 10,0,37.51
mohecogh-1,Cluster 11,0,11.80
mohokldm-1,Cluster 1,0,11.66
mohjgnlo-1,Cluster 4,0,9.24
mohngpeo-1,Cluster 12,0,27.83
mohjfpdp-1,Cluster 15,0,19.71
mohnjfnp-1,Cluster 4,0,26.66
mohfnief-1,Cluster 4,0,6.72
mohhdfjn-1,Cluster 12,0,28.35
mohciabg-1,Unassigned,0,4.68
mohenene-1,Cluster 31,0,11.69
mohnfkpb-1,Unassigned,0,6.19
mohcmcjp-1,Cluster 10,0,22.32
mohgafdd-1,Unassigned,0,6.13
mohgbnma-1,Cluster 10,0,15.42
mojcobon-1,Cluster 10,0,11.50
momfekmk-1,Cluster 1,0,12.46
moligfkm-1,Cluster 1,0,23.90
molekjac-1,Unassigned,0,6.60
molfdplf-1,Cluster 16,0,4.26
molfimef-1,Cluster 15,0,12.96
molfpaoe-1,Cluster 10,0,6.55
molgbmhi-1,Cluster 15,0,13.95
moldekaa-1,Cluster 9,0,11.90
moldicoh-1,Cluster 1,0,29.18
molgkfoh-1,Cluster 4,0,8.02
molgfgde-1,Cluster 8,0,14.41
moldfdpg-1,Cluster 10,0,30.68
molgdeda-1,Cluster 10,0,10.12
molgkmgb-1,Cluster 10,0,32.55
molgjhaf-1,Cluster 10,0,24.00
moleadgf-1,Cluster 15,0,21.73
molcblif-1,Cluster 10,0,6.32
molbpbpc-1,Cluster 10,0,4.85
moleaimi-1,Cluster 10,0,13.28
molfacip-1,Cluster 15,0,18.37
moleildo-1,Cluster 10,0,7.27
molelpdk-1,Cluster 10,0,8.34
moldnehd-1,Cluster 8,0,28.48
moldiiaa-1,Cluster 10,0,30.54
moldmneb-1,Cluster 7,0,14.08
molfihol-1,Unassigned,0,4.97
moldjjkd-1,Cluster 9,0,18.21
molgooci-1,Cluster 10,0,15.82
moliihan-1,Cluster 10,0,5.73
molafphf-1,Cluster 10,0,14.01
molallfk-1,Cluster 8,0,6.70
molaknkc-1,Cluster 15,0,13.82
molinoii-1,Cluster 10,0,20.62
mokpppjd-1,Cluster 8,0,8.15
molinomo-1,Cluster 1,0,31.20
moelfbcb-1,Cluster 10,0,25.56
moekmiaa-1,Cluster 22,0,6.10
molincgp-1,Cluster 1,0,20.07
moekkjpb-1,Cluster 1,0,32.82
moeklooj-1,Cluster 9,0,12.34
molfcjdb-1,Cluster 10,0,9.21
molblgab-1,Cluster 15,0,9.80
molhbgla-1,Cluster 2,0,5.58
molahfjc-1,Cluster 22,0,16.79
molbjkjo-1,Cluster 1,0,11.75
molihpoh-1,Cluster 9,0,19.44
molbkedc-1,Cluster 10,0,23.05
molgnkaf-1,Cluster 9,0,29.15
mokpmlip-1,Cluster 10,0,21.43
moligool-1,Cluster 1,0,11.38
molhgfbl-1,Cluster 10,0,18.57
moljdgcp-1,Cluster 10,0,15.75
moljhomj-1,Cluster 10,0,22.78
moljeagj-1,Cluster 10,0,31.54
moljlnae-1,Cluster 10,0,26.58
moljpoam-1,Cluster 13,0,20.33
moljidhb-1,Cluster 1,0,20.53
moljledd-1,Cluster 10,0,27.58
molciedm-1,Cluster 10,0,16.73
moljofdp-1,Cluster 8,0,11.48
molbpidp-1,Cluster 4,0,7.46
molkapbm-1,Cluster 10,0,6.18
molkfdfm-1,Cluster 1,0,17.18
moljejfi-1,Cluster 10,0,65.86
molcbgmc-1,Cluster 10,0,26.17
mojdiopf-1,Cluster 19,0,37.75
mojdigga-1,Unassigned,0,28.30
mojdgdah-1,Unassigned,0,6.41
mojmldaa-1,Cluster 15,0,20.78
mojmkpne-1,Cluster 1,0,27.26
molkhdok-1,Cluster 14,0,6.91
moljffoh-1,Cluster 5,0,20.91
mokhdplh-1,Cluster 10,0,42.24
mojdhpoe-1,Cluster 12,0,22.83
mokdfnkm-1,Cluster 15,0,20.15
mojdcpad-1,Cluster 10,0,9.67
momjijbg-1,Unassigned,0,5.90
molanopk-1,Cluster 21,0,8.00
momjflhm-1,Cluster 8,0,9.00
momkdfmo-1,Cluster 10,0,19.17
molkmlgo-1,Cluster 15,0,27.51
moligmec-1,Cluster 9,0,16.46
mollcimo-1,Cluster 10,0,14.02
molhlpmp-1,Cluster 15,0,31.45
molekdhh-1,Cluster 15,0,34.13
momjfbbo-1,Cluster 14,0,9.80
mollaopm-1,Cluster 10,0,15.19
molbdmfp-1,Cluster 10,0,5.07
moldogbl-1,Cluster 10,0,28.76
molbafjf-1,Cluster 1,0,22.44
molanljl-1,Cluster 10,0,26.31
mollnlak-1,Cluster 10,0,29.63
moljaiof-1,Cluster 10,0,22.28
mombbgmc-1,Cluster 10,0,21.62
momkdpim-1,Cluster 8,0,4.72
molaogla-1,Cluster 15,0,50.44
mollnkim-1,Cluster 10,0,5.54
momjikjc-1,Cluster 14,0,9.98
molljbjc-1,Cluster 10,0,18.71
mollpkhd-1,Cluster 10,0,13.41
moelobig-1,Cluster 2,0,7.55
moenfkpf-1,Cluster 10,0,27.32
momefbdd-1,Cluster 10,0,5.96
momfmnak-1,Cluster 10,0,26.42
momhakad-1,Cluster 16,0,14.05
momefglh-1,Cluster 14,0,9.97
moekhpjj-1,Cluster 1,0,11.48
momgecea-1,Cluster 2,0,4.80
momfecna-1,Cluster 10,0,26.32
momfjclh-1,Cluster 10,0,43.34
momfhhii-1,Cluster 1,0,25.03
moelglde-1,Cluster 10,0,18.84
momfcnai-1,Cluster 16,0,2.89
momgbbfm-1,Cluster 10,0,5.61
momgpapi-1,Cluster 4,0,23.16
momifggg-1,Cluster 10,0,18.17
momhekep-1,Cluster 10,0,16.92
momhgido-1,Cluster 4,0,14.72
momhlnfe-1,Cluster 10,0,31.30
momhmgnb-1,Cluster 22,0,53.85
momichid-1,Cluster 10,0,27.68
momiaehc-1,Cluster 9,0,26.32
