#Selection name: Selection 2
#Area (µm^2): 6937406.86
Cell ID,Cluster,Transcripts,Area (µm^2)
mpfeomkp-1,Unassigned,0,11.48
mphopbcc-1,Cluster 1,0,33.96
mphemheb-1,Cluster 15,0,30.27
mpiaoaog-1,Cluster 11,0,15.40
mpiahple-1,Cluster 19,0,16.43
mphonecc-1,Cluster 1,0,28.61
mpfdpifp-1,Cluster 10,0,15.68
mpfdndjl-1,Cluster 9,0,16.86
mpfdiojj-1,Cluster 13,0,23.81
mpfepdne-1,Cluster 24,0,5.90
mpfdejjf-1,Cluster 10,0,11.72
mpfeolfi-1,Cluster 2,0,25.20
mpfebemb-1,Cluster 1,0,22.11
mpfdcffc-1,Cluster 2,0,40.90
mpfclooe-1,Cluster 1,0,38.28
mpfcgpdc-1,Cluster 4,0,8.75
mpfefdcj-1,Cluster 9,0,12.38
mpgblgai-1,Cluster 8,0,6.92
mpggbabe-1,Cluster 10,0,35.25
mpgdfbaf-1,Cluster 19,0,56.01
mpggclah-1,Cluster 9,0,28.00
mpgghkji-1,Cluster 10,0,28.33
mpgdhnbl-1,Cluster 2,0,12.36
mpgdhncm-1,Cluster 10,0,34.30
mpgcfbhk-1,Cluster 8,0,31.01
mpgdaenm-1,Cluster 10,0,9.89
mpggcpdh-1,Cluster 10,0,22.69
mpgfdmpp-1,Cluster 14,0,6.07
mpgehmjk-1,Cluster 10,0,14.41
mpgcneod-1,Cluster 10,0,39.03
mpgeincl-1,Cluster 10,0,22.61
mpgfkifd-1,Cluster 30,0,20.14
mpfkablf-1,Cluster 7,0,16.15
mpfkekfn-1,Cluster 1,0,12.40
mpgfippa-1,Cluster 19,0,34.36
mpgfgoae-1,Cluster 1,0,29.79
mpggaeog-1,Cluster 17,0,9.21
mpggcnjm-1,Cluster 10,0,20.56
mpgfgako-1,Cluster 9,0,56.07
mpgfjbpj-1,Cluster 1,0,32.58
mpgghdmj-1,Cluster 4,0,10.39
mpgglkjh-1,Cluster 18,0,4.56
mpfhepfl-1,Cluster 1,0,30.14
mpgbjpbe-1,Cluster 13,0,18.51
mpckaeed-1,Cluster 1,0,29.57
mpcioeli-1,Cluster 6,0,15.18
mpfgfobi-1,Cluster 8,0,31.00
mpfgkhbd-1,Cluster 10,0,29.56
mpcjcapg-1,Cluster 1,0,45.33
mpgcnmjd-1,Cluster 10,0,33.84
mpfgpbfk-1,Cluster 19,0,18.11
mpciohhp-1,Cluster 19,0,46.02
mpfgnaai-1,Cluster 12,0,25.23
mpgdflmd-1,Cluster 4,0,38.03
mpfgkcfn-1,Cluster 10,0,14.41
mpfhndhm-1,Cluster 1,0,32.82
mpfhefog-1,Cluster 10,0,24.71
mpfhejfh-1,Cluster 19,0,32.27
mpfhidif-1,Cluster 9,0,14.31
mpfhalhh-1,Cluster 4,0,55.66
mpcjddan-1,Cluster 19,0,27.18
mpfgpmmh-1,Cluster 2,0,21.56
mpfhfjan-1,Cluster 10,0,29.57
mpfhfcgd-1,Cluster 14,0,19.77
mpgbmnbb-1,Cluster 1,0,16.03
mpgbmoog-1,Cluster 9,0,22.33
mpceonmg-1,Cluster 2,0,16.79
mpchcnce-1,Cluster 1,0,35.61
mpcgehfl-1,Cluster 2,0,13.68
mpcgokgo-1,Cluster 2,0,6.87
mpchdkpi-1,Unassigned,0,4.29
mpcfobmf-1,Cluster 2,0,10.23
mpckeobh-1,Cluster 2,0,24.62
mpchcegf-1,Cluster 13,0,5.98
mpckiino-1,Cluster 1,0,31.59
mpckefgb-1,Cluster 1,0,20.02
mphoppmm-1,Cluster 4,0,6.73
mpckfbim-1,Cluster 19,0,53.06
mphmgakg-1,Cluster 10,0,31.90
mphmcmmg-1,Cluster 10,0,5.90
mpckogdf-1,Cluster 7,0,32.43
mpcicoil-1,Cluster 19,0,33.22
mpcpadkd-1,Cluster 15,0,15.57
mpcidfkm-1,Cluster 19,0,15.87
mpahiemc-1,Cluster 10,0,43.57
mpcipkha-1,Unassigned,0,6.13
mpcpihal-1,Cluster 19,0,69.89
mpcifjcm-1,Cluster 2,0,14.19
mpcnfmlg-1,Cluster 1,0,24.83
mpciihbp-1,Cluster 2,0,67.71
mpcogdpm-1,Cluster 19,0,17.64
mpcigjbm-1,Cluster 1,0,20.32
mpcfjnhg-1,Cluster 2,0,32.30
mpcflndk-1,Cluster 10,0,11.51
mpcfljlk-1,Cluster 14,0,22.82
mpcfkjei-1,Cluster 10,0,13.38
mpcpmfig-1,Cluster 10,0,45.78
mpckcphh-1,Cluster 2,0,9.40
mpcpnloc-1,Cluster 8,0,9.69
mpdaiojj-1,Cluster 16,0,4.36
mpckbnlh-1,Cluster 10,0,23.47
mpciihji-1,Cluster 12,0,6.26
mpcjnonp-1,Cluster 15,0,17.11
mpcofhko-1,Cluster 9,0,9.32
mpcoieho-1,Cluster 4,0,20.32
mpcpejgp-1,Cluster 30,0,10.61
mpdalail-1,Cluster 1,0,24.23
mpckcloj-1,Cluster 1,0,16.59
mpcpmnah-1,Cluster 19,0,51.94
mpcjljlm-1,Cluster 10,0,16.72
mpcpgnim-1,Cluster 2,0,27.57
mpcmockm-1,Cluster 19,0,17.25
mpcpigan-1,Cluster 2,0,30.78
mpdafebl-1,Cluster 1,0,19.88
mpclnalj-1,Cluster 12,0,39.31
mpcjjhid-1,Cluster 8,0,28.80
mpdadjjj-1,Cluster 1,0,23.15
mpcppooi-1,Cluster 4,0,4.81
mpcjiejm-1,Cluster 1,0,27.18
mpcmkkbc-1,Cluster 19,0,44.31
mpcjccia-1,Cluster 2,0,27.24
mpdpbomk-1,Cluster 1,0,26.37
mpceljgh-1,Cluster 10,0,18.89
mpdpblib-1,Cluster 4,0,17.76
mpcepbbk-1,Cluster 2,0,9.16
mpcoaoih-1,Cluster 10,0,24.77
mpdoohlp-1,Cluster 19,0,11.44
mpcnihfc-1,Cluster 1,0,19.66
mpchgkbn-1,Cluster 15,0,33.43
mpcoenjl-1,Cluster 29,0,7.59
mpdpbcmo-1,Cluster 15,0,20.84
nahahgjn-1,Cluster 19,0,40.29
naimpcak-1,Cluster 2,0,16.56
mpfipocf-1,Cluster 1,0,29.85
mpfjcgjj-1,Cluster 10,0,37.91
mpficamk-1,Cluster 13,0,25.46
mpfickln-1,Cluster 10,0,19.76
mpfjihne-1,Cluster 1,0,15.41
mpfioejk-1,Cluster 9,0,12.45
mpfiachk-1,Cluster 1,0,31.88
mpfjkndm-1,Cluster 4,0,45.90
mpfkeldp-1,Cluster 8,0,13.97
mpfhpmhb-1,Cluster 1,0,31.50
mpfhonop-1,Cluster 15,0,17.06
mpfipepd-1,Cluster 4,0,5.37
mpfjjajo-1,Cluster 9,0,12.17
mpfjbakk-1,Cluster 1,0,66.88
naimihim-1,Cluster 10,0,13.98
naiodcha-1,Cluster 14,0,29.75
nainjiin-1,Cluster 2,0,94.07
nainfbmi-1,Cluster 10,0,14.93
nailhcgi-1,Cluster 14,0,18.35
naileodn-1,Cluster 23,0,6.09
nainajbl-1,Cluster 13,0,42.15
nailnmib-1,Cluster 10,0,19.75
nailkflb-1,Cluster 4,0,38.19
naindipm-1,Cluster 11,0,36.26
mpfioieo-1,Cluster 10,0,6.79
mpcldkah-1,Cluster 11,0,33.54
mpfhgpmn-1,Cluster 2,0,12.39
mpcmfhpd-1,Cluster 2,0,72.89
mpfhmelk-1,Cluster 19,0,26.86
mpclhlop-1,Cluster 10,0,12.67
mpcmphpk-1,Cluster 4,0,49.65
mpfhnhap-1,Cluster 2,0,31.32
mpcmmgpn-1,Cluster 2,0,27.19
mpfimjci-1,Cluster 2,0,22.99
mpclofop-1,Cluster 19,0,39.97
mpfhkpaj-1,Cluster 17,0,7.13
mpcmkcnh-1,Cluster 1,0,32.63
mpcmgeob-1,Cluster 4,0,34.67
naingbai-1,Cluster 10,0,21.42
najahgmk-1,Cluster 9,0,35.23
nagobplh-1,Cluster 19,0,32.35
najapcab-1,Cluster 2,0,22.17
nagokafo-1,Cluster 13,0,35.87
najajpik-1,Cluster 19,0,18.09
nagoidmk-1,Cluster 9,0,11.52
naimpkfg-1,Cluster 1,0,33.93
najalkeg-1,Cluster 25,0,3.82
nagpaije-1,Cluster 2,0,9.07
nagompgj-1,Unassigned,0,7.10
naiogkpi-1,Cluster 1,0,20.67
naikjmkh-1,Cluster 2,0,18.79
nailbicg-1,Cluster 1,0,27.53
naikoeki-1,Cluster 2,0,25.30
naikgfid-1,Cluster 4,0,33.25
naiomkdj-1,Cluster 12,0,31.03
naioldih-1,Cluster 2,0,18.45
naileblh-1,Cluster 8,0,7.70
nailnncc-1,Cluster 19,0,6.73
naikonkb-1,Cluster 15,0,46.51
naiodbao-1,Cluster 2,0,19.22
nailcbko-1,Cluster 11,0,12.82
nainfkfj-1,Cluster 4,0,50.25
nailddco-1,Cluster 13,0,13.86
mllhfben-1,Cluster 1,0,22.49
mllhmmnp-1,Cluster 1,0,6.19
naijemcf-1,Cluster 2,0,58.79
mllhlpkh-1,Cluster 10,0,16.05
mllgfijc-1,Cluster 1,0,26.19
mllhfpli-1,Cluster 5,0,26.95
naihjoll-1,Cluster 10,0,33.00
mllhhjda-1,Cluster 10,0,33.08
naijggbb-1,Cluster 1,0,31.01
naikkfji-1,Cluster 1,0,23.40
naijhfle-1,Cluster 19,0,42.94
naipeimk-1,Cluster 15,0,41.95
naiolonh-1,Cluster 1,0,20.42
nagodadn-1,Cluster 1,0,36.42
najagpik-1,Cluster 4,0,57.85
najaehnj-1,Cluster 1,0,36.48
nagoamjm-1,Cluster 2,0,35.22
naiookmp-1,Cluster 12,0,37.55
nagohbli-1,Cluster 15,0,22.72
naipenjh-1,Cluster 1,0,31.55
naiomdjc-1,Cluster 8,0,21.68
naipehkk-1,Cluster 19,0,7.93
naioamno-1,Cluster 1,0,31.78
naiopbkh-1,Cluster 9,0,28.59
mllecboo-1,Cluster 4,0,74.84
naikchng-1,Cluster 19,0,13.39
naijncae-1,Cluster 26,0,14.54
naijpjkl-1,Cluster 10,0,20.83
mlleeodj-1,Cluster 1,0,34.45
mlleifjl-1,Cluster 10,0,13.60
naikfaki-1,Cluster 4,0,76.86
mlmnbcdg-1,Cluster 4,0,59.13
nahainmi-1,Cluster 19,0,43.92
nahaijmd-1,Cluster 1,0,26.48
nahaifpn-1,Cluster 8,0,23.25
nahaefef-1,Cluster 1,0,32.00
mpdolkoo-1,Cluster 13,0,28.16
nagmjfcm-1,Cluster 10,0,7.74
nagmmhpa-1,Cluster 19,0,62.41
mpcgmmph-1,Cluster 13,0,12.70
mpcnokfn-1,Cluster 10,0,6.05
mpcgmjhb-1,Cluster 19,0,36.33
mpcnaddl-1,Cluster 2,0,59.55
mpcmpjfi-1,Cluster 10,0,28.77
nagnkgcg-1,Cluster 2,0,32.07
nagmpdin-1,Cluster 8,0,3.70
mpchjidg-1,Cluster 13,0,27.84
mpchhcdo-1,Cluster 7,0,5.33
mpcligie-1,Cluster 4,0,74.44
mpckomhl-1,Cluster 23,0,12.72
nagpjdfc-1,Cluster 8,0,41.20
nagpajlk-1,Cluster 19,0,85.88
nagmhcgh-1,Cluster 19,0,56.03
nagmcgdh-1,Cluster 1,0,23.51
nagmjegn-1,Cluster 19,0,19.45
nagpionc-1,Cluster 10,0,34.93
nagmeabh-1,Cluster 1,0,30.77
nagmkbnc-1,Cluster 2,0,54.69
nagmlnnb-1,Cluster 7,0,23.54
nagnodik-1,Cluster 19,0,51.69
nagnoobe-1,Cluster 12,0,15.09
nagncbge-1,Cluster 2,0,22.74
nagnhlni-1,Cluster 12,0,18.93
mpdpbbpk-1,Cluster 1,0,12.91
nagmpnpm-1,Cluster 4,0,58.11
najindjd-1,Cluster 7,0,15.14
mpcheopa-1,Cluster 19,0,36.45
mpchonna-1,Cluster 15,0,27.03
mpchliab-1,Cluster 5,0,18.64
naglojic-1,Cluster 15,0,27.38
nagmpnbd-1,Cluster 7,0,7.84
nagnfhmp-1,Cluster 10,0,12.24
naglgecp-1,Cluster 1,0,34.07
naglgfee-1,Unassigned,0,6.32
nagniemp-1,Unassigned,0,5.53
nahbmnjl-1,Cluster 1,0,33.44
nahbejjp-1,Cluster 1,0,32.85
nahbcphl-1,Cluster 1,0,12.10
nahaknck-1,Cluster 1,0,6.66
nahamgmp-1,Unassigned,0,5.81
nahamaoe-1,Cluster 17,0,11.38
nahajeje-1,Cluster 19,0,12.00
nahbhpao-1,Cluster 19,0,45.00
nagpcaan-1,Cluster 9,0,4.44
nagppgfn-1,Cluster 15,0,27.12
nahaejfa-1,Cluster 11,0,9.43
nagpiagb-1,Cluster 15,0,9.29
nahbgnok-1,Cluster 2,0,24.02
nagpmjbp-1,Cluster 10,0,41.13
naiglbnj-1,Cluster 19,0,26.05
naikfpoj-1,Cluster 1,0,21.19
naikdjha-1,Cluster 37,0,43.29
naihbehp-1,Cluster 1,0,31.86
mljoplaj-1,Cluster 2,0,7.92
mljpahag-1,Cluster 19,0,51.43
mljpdbne-1,Cluster 4,0,28.99
mljpemei-1,Cluster 25,0,4.65
naiglpdj-1,Cluster 2,0,11.38
nahanpgc-1,Cluster 1,0,17.97
nahapleg-1,Cluster 10,0,40.48
najmkpge-1,Cluster 9,0,6.21
nahddoej-1,Cluster 19,0,50.62
najlkppb-1,Cluster 1,0,44.76
najlogjn-1,Cluster 1,0,4.68
najmceih-1,Cluster 11,0,5.50
najlplhf-1,Cluster 2,0,27.93
nahabbma-1,Cluster 10,0,20.36
najmjddb-1,Cluster 19,0,31.04
mlkgebnc-1,Cluster 1,0,12.96
najmdkcl-1,Cluster 7,0,12.74
nahcbljp-1,Cluster 9,0,8.95
nahdbbld-1,Cluster 11,0,20.78
najncheh-1,Cluster 14,0,9.67
najmfepk-1,Cluster 2,0,10.65
nahcgabj-1,Cluster 29,0,13.85
nahdfhll-1,Cluster 19,0,51.67
najmigfe-1,Cluster 15,0,29.51
mpmjkfnj-1,Cluster 2,0,32.39
mlmcgmnm-1,Cluster 19,0,16.62
mlmmeadg-1,Cluster 19,0,68.51
mlmnpbll-1,Cluster 11,0,16.63
mllfmchm-1,Cluster 19,0,27.95
mlllhocl-1,Cluster 7,0,11.59
mllkncpp-1,Cluster 19,0,67.99
mllgbegk-1,Cluster 2,0,44.81
mllflfff-1,Unassigned,0,6.14
mllfnekn-1,Cluster 4,0,59.24
mllgaiil-1,Cluster 1,0,22.27
mllngfeo-1,Cluster 1,0,25.98
mllfddep-1,Cluster 1,0,33.01
mllgbali-1,Cluster 4,0,21.35
mllfheep-1,Cluster 10,0,23.23
mllflbdc-1,Cluster 10,0,14.56
mllepapk-1,Cluster 1,0,11.20
mllgcmfj-1,Cluster 4,0,12.32
mlmajdjm-1,Cluster 1,0,19.50
mlmabheh-1,Cluster 10,0,26.08
mlmajcja-1,Cluster 1,0,24.27
mllnfjak-1,Cluster 1,0,30.43
mllppkki-1,Cluster 2,0,7.86
mlllhoih-1,Cluster 10,0,28.72
mlmccghc-1,Cluster 1,0,40.01
mllliabd-1,Cluster 1,0,27.59
mlmccfeb-1,Cluster 1,0,34.02
mlmabalb-1,Unassigned,0,5.19
mlmcblbc-1,Cluster 1,0,16.20
mlllklnp-1,Cluster 15,0,29.13
mlmnpjmm-1,Cluster 10,0,22.33
mlmlgoci-1,Cluster 2,0,26.06
mlmojmed-1,Cluster 2,0,40.25
mlmlecel-1,Cluster 1,0,25.42
mllmimgb-1,Cluster 1,0,44.32
mlmlbbdo-1,Cluster 2,0,23.91
mllmlhke-1,Cluster 2,0,15.08
mlmlcgol-1,Cluster 6,0,16.17
mlmokdhc-1,Cluster 1,0,19.62
mlmoahej-1,Cluster 19,0,26.91
mlmmnold-1,Cluster 4,0,70.78
mlmnakpa-1,Cluster 8,0,18.69
mlmokhlj-1,Cluster 9,0,36.33
mlmnjmjg-1,Cluster 11,0,10.23
mllkklen-1,Cluster 11,0,45.22
mllkibph-1,Cluster 11,0,27.26
mlmnenij-1,Cluster 14,0,20.54
mlmmgknd-1,Cluster 2,0,8.46
mlmmhkln-1,Cluster 1,0,31.45
mlmnfjgb-1,Cluster 1,0,8.47
mllkhdci-1,Cluster 14,0,24.75
mlmndfkf-1,Cluster 1,0,39.27
mllmhlma-1,Cluster 10,0,14.61
mllndoen-1,Cluster 10,0,18.66
mlmjklmh-1,Cluster 1,0,25.73
mlmcaddj-1,Cluster 10,0,10.27
mlmbaobc-1,Cluster 15,0,8.54
mlmbooci-1,Cluster 8,0,13.26
mlmbnieh-1,Cluster 4,0,17.09
mlmbjdae-1,Cluster 1,0,36.93
mlmbepma-1,Cluster 10,0,32.81
mlmbbdll-1,Cluster 10,0,9.12
mlmbjici-1,Cluster 15,0,36.75
mlmbipfn-1,Cluster 15,0,48.24
mllkfhoa-1,Cluster 13,0,25.04
mlmbieje-1,Cluster 1,0,34.77
mlmadedc-1,Cluster 15,0,36.02
mlmanghg-1,Cluster 1,0,35.41
mlmihfjm-1,Cluster 10,0,14.66
mlminibl-1,Cluster 19,0,60.25
mlmeobbn-1,Unassigned,0,5.15
mlmfapbd-1,Cluster 10,0,10.06
mlmgfapf-1,Cluster 10,0,58.66
mlmgehdg-1,Cluster 1,0,13.81
mlmibela-1,Cluster 15,0,18.31
mlmghong-1,Cluster 9,0,12.18
mlmimcag-1,Cluster 19,0,67.84
mlmigfod-1,Cluster 10,0,10.84
mlmdpnpm-1,Unassigned,0,3.07
mlmkkdho-1,Cluster 8,0,6.27
mlmlppgo-1,Cluster 10,0,44.19
mllmfllg-1,Cluster 4,0,10.11
mlllmceh-1,Cluster 10,0,11.48
mlmmikjj-1,Cluster 1,0,16.57
mlmnidnc-1,Cluster 13,0,44.90
mlllmckm-1,Cluster 9,0,26.85
mlmmedbe-1,Cluster 9,0,10.58
mlmlkcee-1,Cluster 10,0,22.94
mlmmgehi-1,Cluster 15,0,29.97
mllllaea-1,Cluster 11,0,17.07
mllkbifn-1,Unassigned,0,12.10
mlmnohkm-1,Cluster 10,0,7.94
mlmjpfpn-1,Cluster 4,0,7.27
mlmcnlmb-1,Cluster 12,0,24.47
mlmkbmog-1,Cluster 1,0,36.25
mlmjnmde-1,Cluster 4,0,15.86
mlmjjgaa-1,Cluster 19,0,22.97
mlmjlpnf-1,Cluster 4,0,25.19
mlmjonen-1,Cluster 4,0,53.48
mlmcfghf-1,Cluster 19,0,74.98
mlmlolap-1,Cluster 14,0,9.00
mlmmbnhn-1,Cluster 10,0,14.09
mlmklpil-1,Cluster 6,0,5.78
mlkhmbnp-1,Cluster 19,0,24.95
mlmpldkb-1,Cluster 1,0,19.34
mlkbbcpg-1,Cluster 19,0,7.48
mlkaemoe-1,Cluster 19,0,9.25
mljpjjhj-1,Cluster 9,0,33.30
mlkbcnfa-1,Cluster 19,0,15.98
mljpggbl-1,Cluster 10,0,28.74
mlmmjgkj-1,Cluster 5,0,40.70
mlkappfa-1,Cluster 19,0,15.53
mlkbbcdj-1,Cluster 10,0,35.62
mlkbilab-1,Cluster 19,0,25.46
mljpjfac-1,Cluster 11,0,19.91
mlkbikmk-1,Cluster 8,0,6.82
mlmmnbcg-1,Cluster 15,0,25.49
mlkanaha-1,Cluster 17,0,7.54
mlnajgfl-1,Cluster 19,0,37.21
mlmmjeph-1,Cluster 1,0,32.27
mlmmiljk-1,Cluster 15,0,5.67
mlkbfadi-1,Cluster 19,0,8.41
mlmlbach-1,Cluster 30,0,8.71
mlmpnkap-1,Cluster 15,0,38.77
mlkadnim-1,Cluster 1,0,24.98
mlnahkig-1,Cluster 11,0,31.01
mlkachij-1,Cluster 4,0,12.72
mlkaeiik-1,Cluster 2,0,24.43
mlkbeccn-1,Cluster 1,0,17.36
mlkhhblb-1,Cluster 19,0,43.82
mlkgmkap-1,Cluster 19,0,17.23
mlkhgcin-1,Cluster 15,0,6.82
mljogole-1,Cluster 8,0,17.35
mlkgenae-1,Cluster 8,0,37.81
mlkgflic-1,Cluster 8,0,6.89
mljojodp-1,Cluster 19,0,62.14
mljpkmhj-1,Cluster 11,0,31.59
mljpfipd-1,Cluster 7,0,30.50
mljojaeg-1,Cluster 19,0,49.42
mlkgmdfj-1,Cluster 4,0,18.11
mlkgjpia-1,Cluster 15,0,8.78
mljonpnd-1,Cluster 10,0,19.62
mlkhaebp-1,Cluster 19,0,12.19
mlkbklkp-1,Cluster 1,0,28.63
mlkbmfpn-1,Cluster 9,0,49.52
mlkbmgld-1,Cluster 19,0,48.19
mlkiakjh-1,Cluster 1,0,6.97
mlmpogod-1,Cluster 10,0,21.95
mlkhmlpn-1,Cluster 10,0,19.68
mlkiblmd-1,Cluster 7,0,18.39
mlkifcab-1,Cluster 2,0,11.00
mlkhhmfp-1,Cluster 4,0,12.81
mlkibgml-1,Cluster 8,0,11.10
mlkcmmdm-1,Cluster 10,0,19.59
mlnbccmm-1,Cluster 19,0,10.64
mlmkiodn-1,Cluster 1,0,39.39
mlmpaepb-1,Cluster 7,0,7.60
mlnbgbkj-1,Cluster 19,0,40.75
mlnbabja-1,Cluster 2,0,10.89
mlnaflka-1,Cluster 19,0,41.30
mlmpfljj-1,Cluster 14,0,21.24
mljpmkng-1,Cluster 19,0,48.37
mlnaljfi-1,Cluster 1,0,27.02
mlkcacdf-1,Cluster 1,0,30.13
mlmpagah-1,Cluster 19,0,59.47
mlmpckom-1,Cluster 2,0,48.05
mlnanhmc-1,Cluster 19,0,28.04
mlkgaahi-1,Cluster 8,0,5.18
mlkfopoi-1,Cluster 1,0,15.89
mlmdkoke-1,Cluster 1,0,10.66
mlkeppgk-1,Cluster 1,0,37.95
mlkenfoh-1,Cluster 10,0,19.79
mlkdiioo-1,Cluster 19,0,9.41
mlkdmbdn-1,Cluster 15,0,66.43
mlkdkgli-1,Cluster 25,0,6.58
mlkemipi-1,Cluster 19,0,7.30
mlnbeilf-1,Cluster 15,0,22.46
mlkdjpjk-1,Cluster 9,0,8.12
mlkgbjia-1,Cluster 21,0,11.62
mljmjoci-1,Cluster 7,0,33.73
mlkgdcgm-1,Cluster 10,0,31.12
mlkgbfpb-1,Cluster 2,0,27.05
mljmhann-1,Cluster 9,0,22.63
mljmeamo-1,Cluster 11,0,7.58
mljminpc-1,Cluster 14,0,29.94
mljmfjli-1,Cluster 11,0,10.36
mlkcbege-1,Cluster 19,0,26.46
mlkcgheh-1,Cluster 19,0,7.75
mlkiahka-1,Cluster 4,0,18.75
mljmgclk-1,Cluster 13,0,12.97
mlkcjbjf-1,Cluster 19,0,30.35
mljnccpl-1,Cluster 5,0,19.95
mlkfkpmm-1,Cluster 10,0,18.05
mljmjpef-1,Cluster 2,0,16.08
mljnbfhe-1,Cluster 10,0,41.15
mljmnpgi-1,Cluster 2,0,10.88
mljoebng-1,Cluster 4,0,20.58
mljnilfo-1,Cluster 32,0,5.68
mljoajid-1,Cluster 1,0,20.13
mlkgddhh-1,Cluster 15,0,29.16
mljnmolb-1,Cluster 15,0,12.28
mljnmfjo-1,Cluster 23,0,6.72
mmbiiokk-1,Cluster 6,0,18.88
mmbdfnmp-1,Cluster 4,0,23.23
mlmkflli-1,Cluster 1,0,29.92
mlmgnana-1,Cluster 11,0,19.60
mlmfppec-1,Cluster 1,0,8.60
mlmiklgf-1,Cluster 10,0,32.86
mlmhghno-1,Cluster 8,0,38.38
mlmggfep-1,Cluster 1,0,18.51
mlmgpaap-1,Cluster 27,0,10.70
mlmfokbd-1,Cluster 1,0,28.65
mlmidlbh-1,Cluster 12,0,39.60
mlmhabjn-1,Cluster 1,0,26.98
mlmiihjg-1,Cluster 19,0,77.37
mlmgbndj-1,Cluster 14,0,14.51
mlmhammm-1,Cluster 4,0,40.23
mlmebilb-1,Unassigned,0,8.52
mmbbmocb-1,Cluster 8,0,15.73
mmbdlkci-1,Cluster 4,0,23.22
mmbaeaig-1,Cluster 1,0,23.21
mmbalppl-1,Cluster 12,0,33.91
mmbbolfe-1,Cluster 1,0,25.18
mmbaochg-1,Cluster 10,0,11.83
mmapejhb-1,Cluster 1,0,32.16
mmbcabaa-1,Cluster 1,0,28.30
mmapkklc-1,Cluster 1,0,31.62
mmapjihg-1,Cluster 9,0,35.69
mmapjehp-1,Cluster 11,0,19.26
mlmfnome-1,Cluster 8,0,6.87
mmahjika-1,Cluster 1,0,30.75
mlmjbbbg-1,Cluster 2,0,46.32
mlmkicjd-1,Cluster 10,0,23.84
mlmjehbn-1,Cluster 8,0,6.22
mlmkiifn-1,Cluster 17,0,9.45
mlmjheda-1,Cluster 7,0,6.32
mlmdhkag-1,Cluster 10,0,14.71
mlmdkefa-1,Cluster 12,0,17.07
mlmkcjoc-1,Cluster 1,0,34.79
mlmkebcd-1,Cluster 1,0,31.74
mlmdeapb-1,Cluster 15,0,8.49
mlmkhilo-1,Cluster 1,0,32.17
mlmcgcba-1,Cluster 8,0,6.98
mmahokch-1,Cluster 1,0,28.33
mmaiblmi-1,Cluster 1,0,13.12
mmbefnci-1,Cluster 13,0,33.37
mmahhijc-1,Cluster 1,0,18.77
mmbefpfn-1,Cluster 1,0,19.84
mmahpjgg-1,Cluster 4,0,7.39
mmahdohh-1,Cluster 1,0,23.50
mmbdogij-1,Cluster 4,0,32.94
mmbegmni-1,Cluster 1,0,17.21
mmahgfnm-1,Cluster 15,0,18.83
mmahohfm-1,Cluster 12,0,21.98
mmbfphaf-1,Cluster 4,0,17.58
mmbbapik-1,Cluster 1,0,31.02
mmbcnojp-1,Cluster 10,0,20.07
mmapdfck-1,Cluster 1,0,31.02
mmbdbhog-1,Cluster 10,0,23.32
mmbclchc-1,Cluster 16,0,3.55
mmbbdifg-1,Cluster 10,0,15.85
mmbblfhh-1,Cluster 37,0,15.94
mmbblmni-1,Cluster 4,0,11.20
mmbddcok-1,Cluster 16,0,5.28
mmbbempm-1,Cluster 1,0,29.84
mmapikfj-1,Cluster 12,0,14.23
mmbdcmma-1,Cluster 1,0,21.08
mmbdailf-1,Cluster 13,0,24.57
mlokbnjk-1,Cluster 4,0,18.32
mmaohggh-1,Unassigned,0,8.24
mmaochad-1,Cluster 10,0,29.64
mmanlinj-1,Cluster 1,0,32.59
mmbcbmpl-1,Cluster 10,0,32.49
mmapndhp-1,Cluster 4,0,10.06
mmbclnnn-1,Cluster 4,0,31.20
mmbcbcfa-1,Cluster 30,0,4.83
mmbbagkf-1,Cluster 15,0,11.53
mmbckcco-1,Cluster 1,0,6.35
mmbeanof-1,Cluster 1,0,31.25
mmbimafk-1,Unassigned,0,15.01
mmbijkhc-1,Cluster 12,0,12.88
mmbdkhae-1,Cluster 1,0,26.32
mmbecljg-1,Cluster 1,0,19.88
mmbdijji-1,Cluster 1,0,27.43
mmbemchb-1,Cluster 17,0,6.66
mmbdihpo-1,Cluster 1,0,23.91
mmbdfmjc-1,Cluster 1,0,28.53
mmbedfbk-1,Cluster 2,0,58.10
mmbemnmo-1,Cluster 10,0,12.27
mmbeebna-1,Cluster 8,0,18.06
mmbeogib-1,Cluster 13,0,29.80
mmbdhdfa-1,Cluster 10,0,25.31
mmbhmmde-1,Cluster 1,0,12.04
mmbhnden-1,Cluster 24,0,15.38
mmbhkbcd-1,Cluster 24,0,8.05
mmbgchpd-1,Cluster 9,0,18.87
mmbicmin-1,Cluster 1,0,35.85
mmbficmd-1,Cluster 15,0,29.71
mmbindmm-1,Cluster 13,0,17.44
mmbjdgpp-1,Cluster 13,0,14.86
mmbjhhih-1,Cluster 7,0,15.85
mmbjfeep-1,Cluster 1,0,11.06
mmbiplja-1,Cluster 9,0,37.02
mmaednea-1,Cluster 10,0,21.00
mpmgppln-1,Cluster 10,0,30.74
mlkcopnp-1,Cluster 1,0,30.87
mlmjaloo-1,Cluster 2,0,15.99
mlmdajci-1,Cluster 1,0,36.17
mlmcefmh-1,Cluster 1,0,25.69
mlmdpbeg-1,Cluster 10,0,24.33
mlmdmpnc-1,Cluster 10,0,46.80
